,text,label
246,If a dealer refuses to make repairs that are legally required by a written warranty or by the implied warranty of merchantability you can sue the dealer for up to $5000 in the Small Claims Branch of the D.C. Superior Court. The Small Claims Branch is designed to allow ordinary people to bring small cases without the help of a lawyer.,0
247,On top of that government officials get huge sums a s car fuel allowance. ,0
248,According to a senior industry executive these two models have limited range. ,0
249,Pedal not firm under pressure (DOT spec.),0
250,Electrical System,0
251,"""The Vauxhall Mokka X Griffin Plus is available now!",0
252,Abnormal exhaust discharge,0
253,Ball joint seals damaged,0
254,Customer She has a small sedan that we could fit the baby in but we want two cars that have room for all of us. I'd like to check out your SUVs. We are hoping to not have to buy a minivan.,0
255,Which model of Nano has Auto gear? Is it easy to drive for physically Challenged person?,0
256,We use variety of sources to appraise trade ins. As a general rule please check kb trade in to determine the value of your trade in . We typically pay between fair and good as long as the condition of the vehicle is good to excellent. Also we maintain the right to give more or less depending on a test drive and other factors.,0
257,A spokesperson for Mahindra and Mahindra declined to comment.,0
258,If maintenance or service records or receipts are available ask to see them. These might not always be available (some owners may take care of the routine maintenance themselves) but if they are theyll give you a good indication of how well the previous owner took care of the car.,0
259,What kind of inspection do you perform on your used cars? ,0
260,For example the Peugeot  has optional equipment that owners can choose to add on after buying. Learn more about how to extend the base price of this vehicle with add-on features.,0
261,Customer No. I'll pay $27000 or I'll go somewhere else that charges a fair price.,0
262,My idea for All New Honda Mobilio.,0
263,Customer Yes. My wife and I are about to have a baby. We need a car with more room.,0
264,Car Seller Sure sir. We will get your car ready in a while.,0
265,What type of vehicles can you locate?,0
266,Price check service is a no obligation quote to compare the vehicle that you are in the market to purchase to see if you are really getting a good deal. There is no obligation to purchase from us or cost associated with this service. We will respond to price check inquires with a hour time frame because the volume of request that we receive please be patient. Sending multiple inquires may cancel the original request. However different request may be submitted for different vehicles.,0
267,Don't agree to dealer financing before you have shopped for financing at a bank or credit union and know the other rates available to you.,0
268,May I test-drive the car?,0
269,Know what a vehicles warranty covers before buying. That way you dont encounter any unwanted surprises in the future when it comes to repairs.,0
270,Prepare Questions to Ask When Buying a Car,0
271,If youre buying a used vehicle your dealer should be able to give you a report on its repair history. If you notice any trends in repairs you should prepare for the costs.,0
272,Crouch in front or behind the car at a distance and check that the front and back tires line up. If they don't line up the car has an alignment problem,0
273,Where do you Source your used cars? ,0
274,"""Everything is easier when insured!",0
275,"""?????? ",0
276,Car Buyer What is the on-road price for Ciaz?,0
277,Car Buyer I will go for Ciaz.,0
278,"""Our expert leasing consultant shares why more people are leasing cars. ",0
279,I did a thing yesterday. ??  Id like to introduce everyone to Zazu. Hes a  RAV4... which of course RAV are m ,0
280,Nano has stunned me with its ability to drive without hickups .,0
281,buyer how about the price for this car?,0
282,"""Who loves that 'new car' smell??? ",0
283,Is this my primary car or secondary?,0
284,"""Crafted to conquer new roads with confidence and style! |  Honda CR-V",0
285,If the car made any strange sounds during the test drive what might those sounds mean?,0
286,According to a senior official from one of the ministries involved in formulating rules and regulations for electric mobility  both models failed to run even -82km on a single charge within city limits. ,0
287,buyer aha! this is what i am looking for..,0
288,Improper fluid level or leakage excluding normal seepage,0
289," TPIRPostYourPrize  NewCar""1",0
290,Has the car been involved in an accident? If so ask to see the repair order.,0
291, ,0
292,If they recently purchased the vehicle and they are already selling it take note as this could mean they ran into problems with car.,0
293,Where can I find help if things to wrong?,0
294,A lot of people preparing to buy a car often focus all their attention on the brand. They want a car that looks good but they dont always consider what functions their car should serve.,0
295,And gave mind blowing mileage too.Just that we should account longer time drive due to lesser power of Nano.Tata  you guys made mistake of stopping it .,0
296,.,0
297,Warranties vary on the automaker and on the vehicles themselves.,0
298,,0
299,This question will tell you whether the car was purchased from a dealership or another private seller and if the car was purchased in a different province or country. Your CARFAX Canada report will also give you these registration details from across North America.,0
300,buyer i like this one the black one it is my favorite colour of car,0
301,Car Buyer What about Ciaz?,0
302,? to a used car that runs like a new car,0
303,Visible leakage,0
304,How much mileage is on the car?,0
305,We offer better prices simply because of our low overheads. Industry Resources tell us that the Average new car dealer spends $50k in advertising $50k in rent $30k in paying salespeople commission k to a sales manager and the list goes on and on. We on the other hand spend virtually no money on advertising we rely mostly on our past customers to spread the word. We do not have commissioned sales staff or behind the scenes sales Managers.,0
306,This is a chance for the seller to let you know about any incidents the car has been in whether it be a minor fender bender or a major incident. Ask them to tell you where on the vehicle the damage occurred and what repair work was done. Review the CARFAX Canada report to ask about any critical accident data noted in the report.,0
307,RT ListerCars New Lister Knobbly! Pure driving perfection! ??????  Listercars  supercar  newcar  carlaunch  carsofinstagram  carswithoutlimi1,0
308,"""Personality vs. Pocketbook Should you lease finance or pay cash for your next car?  NewCar ",0
309,"""RT IDI0TSYNCRATIC Alex dies in the sun Rulex_19 accidentally wins $20 brandonkarlis ACTUALLY SHOWS UP Amanda is Forest Gump and Just""1",0
310,By asking this question you should be able to get more details about how the car was driven who the previous owners were and whats happened over the lifespan of the car.,0
311,Take the car to a new car dealership for the same brand of car. For example if you bought a used Ford take it to a dealership that sells and services new Ford cars. Ask the service manager to check whether any safety recalls have been issued for the car and whether the recall work was ever done. To check a car's recall history all the service manager needs to know is the car's year make model and Vehicle Identification Number (VIN).,0
312,New Delhi Citing poor performance and low mileage of electric cars made by Mahindra and Mahindra and Tata Motors senior government officials have refused to use them Mint reported on Wednesday quoting three people aware of the development.,0
313,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke""1",0
314,"""Perhaps surprisingly younger car buyers appear to be visiting more dealerships based on this survey. ",0
315,What is the condition of your vehicles?,0
316,Check for damage under the floor mats.,0
317,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke""1",0
318,How about resale value? Company executive said Tata has stoping nano productions and it will going to discountinue. Suggested to buy other instead of this.,0
319,What are some questions I should ask the salesperson about a used car? ,0
320,Shock absorber mounting loose,0
321,Car Seller Onroad price for this will be  Lakhs  Thousand.,0
322,If youre buying used you should also take a close look at the interior. There may be general wear-and-tear on the seats that you may need to repair yourself.,0
323,Power unit belts cracked or slipping,0
324,Engine,0
325,Purchasing a used vehicle can at first seem like an intimidating experience but if you know the right questions to ask and have the right information at your disposal you can navigate the process easily and with confidence.,0
326,"If the dealer got the car at an auction did the car come through the line on a ""green light"" ""yellow light"" or ""red light""? A ""green light"" means that the seller denied knowing of any frame damage water damage or problems with the car's title. A ""yellow light"" or ""red light"" may mean a problem car.",0
327,Do you deal with Out of State buyers?,0
328,? If there is a problem with the car that prevents you from operating it or operating it safely then the dealer is legally required to fix the problem. If the dealer cannot or will not fix the problem you have a right to return the car for a refund or to receive some money back.,0
329,For a sub-650cc engine it feels pleasantly peppy under initial acceleration and continues to be so till kph. ,0
330,2 Attachments,0
331,Is there an anti glare irvm in nano xta?,0
332,By asking the seller these questions youll gain insight into whats happened over the lifetime of your next potential car and what type of investment youll have to make in the years to come. Arming yourself with this information will help you make a confident and informed decision about whether the car youre looking at is the right one for you.,0
333,"""Old vs new! What are your thoughts on the new Puma? ??",0
334,Don't let the salesperson pressure you into making a quick decision even if the salesperson tells you that the car will probably be gone by the next day.,0
335,"""We are now family subaru_usa  thank you SubaruClearlake  Subaru   Ascent  ascentadventure  NewCar ",0
336,I went online last night to check out the blue book value on new Pilots. ,0
337,Improperly functioning water pump,0
338,Used car dealers are required by federal law to post a Buyers Guide in every used car that they offer for sale. The Buyers Guide contains important information for consumers including whether the car comes with a written warranty. If a dealer is offering used cars that do not have Buyers Guides posted on them you should consider going to another dealer.,0
339,STOCK New  Reg Metallic,0
340,Car Salesman OK. I will sell the car to you for that price. We would like to have your business.,0
341,How long does it take to locate a vehicle?,0
342,Normal AC Charging via    V AC single phase charger.,0
343,6. Are There Additional Fees?,0
344,Yes we do we can help with the process of buying a car sight unseen and assist with shipping quotes.,0
345,Kept an average speed of kmh was quite comfortable.Did have some breaks in between for food otherwise drove for about  hours.,0
346,"""With school starting as well as all the events of the school year do you find yourself wishing you had more room ",0
347,Car dealers are salesmen so they know how to sell you on amenities. Dont be afraid to put them on the spot and ask them something like Why should I buy this car?,0
348,Will the dealer put the warranty and any other promises in writing?,0
349,Congratulations Miguel on your  Ford  Mustang from Eric Williams at Waxahachie Ford!  NewCar ,0
350,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our ",0
351,"""It's mine now!! ???? It feels like it took forever but finally the owner of a GT-R ?? ",0
352,Customer No. Are you not listening to me? I will pay the correct price which is $27000. What do you say? If the answer is no I want to get to another dealership before it gets too late.,0
353,Driveability is great and the tiny engine never feels underpowered (as compared to sub1000cc cars) in the start-stop condition. ,0
354,I will pay the blue book value of $27000.,0
355,"Don't forget you can see it in the flesh at our Derby dealership""1",0
356,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke""1",0
357,On  January Mint had reported that the entire fleet of electric vehicles was supposed to be delivered by  November . Subsequently the deadline was pushed to  December  due to lack of charging infrastructure. So far only around  vehicles have been supplied according to EESL.,0
358,If youre searching through the classified ads for used cars then you can save a lot of time by calling the seller and asking the important questions first over the phone. During the conversation something could come up that will turn you off and this will save both your time and the sellers time. You can also use the information you received over the phone and compare it to what you find out if you do decide to see the car in person.,0
359,"""Is summer holiday fun impacting on you buying a new car? We can help you finance your new vehicle.",0
360,"""From a commute-ready work horse to the car that makes your summer Honda makes it and Rock Honda is here to hook ",0
361,"""The real reason behind the postponement of the third tender is the unavailability of quality products in the electric vehicles market at this point in time"" said the third of the three people mentioned in the beginning.",0
362,Tata made big mistake of stopping it.They should have marketed it for long trips than just city .,0
363,How can I initiate a locate request?,0
364,Our inventory is primarily -Owner Carfax Certified cars and truck. Most of our vehicles are Factory Certification Eligible.,0
365,Rubber bushings damaged or missing,0
366,Check that all the interior and exterior lights including brake lights and flashers are working.,0
367,buyer how about Rp250.000.000 that's the most that i can spend.,0
368,Some dealers like to squeeze out as much money as possible. And they will by charging extra for extended warranties dealer add-ons and preparation fees.,0
369,"Don't forget you can see it in the flesh at our Derby dealership""1",0
370,Speaking of repairs. Your dealer should be able to tell you about repair plans for a particular vehicle.,0
371,While this is only an Ontario requirement its always best to check with your provincial licensing office to see whats required when buying a used car. Some provinces may require a safety inspection or emissions testing which either you or the seller will need to do before registering the vehicle.,0
372,Improper shifting or functioning in any gear,0
373,,0
374,Check for leaks under the car. Black fluid may be oil; reddish fluid may be from the automatic transmission; greenish fluid is likely to be antifreeze. Brake fluid has an oily strong odor.,0
375,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke""1",0
376,"""Dacia has bolstered its Duster SUV range with a new entry-level petrol engine although the good news is tempered b ",0
377,Anyone for pizza? ??Dont think Ill be able to lose this car in a car park ??  newwheels  newcar  papajohns ,0
378,Had more than half tank still left on reaching destination.Kept speed consistent at  kmph  no issues.,0
379,"Discover o""1",0
380,Don't you want my business? Are you trying to rip me off? I don't understand how you guys think you can overcharge people for cars. ,0
381,This is the website of the National Association of Auto Dealers.,0
382,Note If you don't know a mechanic ask the local American Automobile Association (AAA) chapter for a list of mechanics or look for a car repair shop with the AAA sign.,0
383,Differential,0
384,You can pick up the bike on the day of your reservation from your selected location,0
385,You can also look for reported prices on websites,0
386, fiat  spider  fiatspider  fiat124  pininfarina  ev  electriccar ,0
387,For example some extended warranties (7-10 years) may seem ideal. But it could also indicate that there may be underlying problems in the vehicles makeup.,0
388, carlease  carleasing  cars  newcar  cardeals  latestcars ,0
389,How long have you owned the car?,0
390,Yes. We do take trades whether paid for or not.,0
391,Sizes mismatched,0
392,Power unit fluid level improper,0
393,Drum or rotor too thin (Mfr. Specs),0
394, talonzout  talonsout  blueteam  lancer  mitsubishi  newcar ,0
395,So if you are considering a used car please ask for your complimentary safety inspection report.,0
396,"""Time to Upgrade your old Car then take a look at our latest Vauxhall Mokka X Car Lease Deals ",0
397,,0
398,Your rights include,0
399,Abnormal noise or vibration caused by faulty transmission or drive shaft,0
400,Do your vehicles carry a Factory Warranty.,0
401, INFINITI  INFINITICanada  INFINITIQ50s  Q50s  Car  Cars ,0
402,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our ",0
403,Can I see pictures of the vehicle that you will be purchasing?,0
404,Don't forget you can see it in the flesh at our Derby dealers ,0
405,buyer okay the last .000.000 is that fine? i can not get any higher than that.,0
406,Inoperable Accessories,0
407,"""RT PriceIsRight Zane is so excited to drive his new car... and by the looks of it so is his granddaughter!! ??",0
408,How long of a test drive can I take?,0
409,Our hearts are split between these places.  DEN??ATX.  enoughsaid  muffin  newplate  newcar nrp jpaulsen_ tr3vpaul ,0
410,,0
411,"""I've had my car for  days brand new off the lot. 000kms... guess I drive a lot. At this rate I'll burn throug ",0
412,Most cars come with four-wheel drive nowadays. But if youre buying a used vehicle you should ask about its drivetrain capabilities.,0
413,"""RT AMTAutoUK Find out more ",0
414,How is Maruti Alto  compared with Tata Nano?,0
415,Ask your dealer about the types of amenities that a particular vehicle comes with. Its not only fun to think about but these things may also affect the pricing.,0
416,Or you should look for a different vehicle altogether if the costs of future repairs will outweigh the initial investment.,0
417,This website provides information on used car values based on the make model and condition of the car.,0
418,Manual clutch slips or chatters,0
419,Do you have a CARFAX Canada report?,0
420,Can I order a used car?,0
421, cars  carlease ,0
422, MercedesBenz has revealed the  A250e and  B250e  plugin  hybrid models. The  AClass variant is coming to ,0
423,What should I do after I buy a used car?,0
424,"""RT BigCheddarBob1 Work hard play hard",0
425,Steering gear binds or jams,0
426,Car Seller Sure sir. We will have a look at Dzire first. Its a sedan car. Which model do you need?,0
427,RT Valley_Nissan Congratulations to Jeremiah and Sara on their pre-loved Odyssey! A big thank you from sales consultants  Marcos and Alex1,0
428,Car Buyer Ok!,0
429,Yes simply fill out our locater request and we will locate a vehicle that meets your requirements.,0
430,Powertrain warranties on the other hand cover nearly everything that the automakers manufacture. This includes the powertrain the air conditioning electrical system and even the stereo.,0
431, carlease  carleasing  cars  newcar  cardeals  latestcars ,0
432,One of the biggest contributors for this performance is its light weight that tips at just  kilograms.,0
433,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our ",0
434,In reply to an emailed query EESL said there are more than  electric vehicles on the roads in Delhi and Andhra Pradesh. The company however did not specify the reason for the delay in procuring vehicles for government use nor deny that officials had refused to use the vehicles.,0
435,Power unit not operating or leaking,0
436,Improper fluid level or leakage excluding normal seepage,0
437,The National Consumer Law Center has a number of publications that have been written for consumers. These include books on Surviving Debt Consumer Rights for Immigrants and Return to Sender a book on how to get rid of a car that turns out to be a lemon (unsatisfactory or defective). These publications can be purchased at ,0
438,Come get your Summer of Jeep Savings at Advantage in Mount Dora! Ask about our % for  months financing special! ,0
439,Do you take trade-ins? (Dealership),0
440,Radius rod damaged or missing,0
441,What if the dealer says I can take his word for the good condition of the car?,0
442,3. How Long Is the Warranty?,0
443,Congratulations to Jeremiah and Sara on their pre-loved Odyssey! A big thank you from sales consultants  Marcos and ,0
444,Front wheels aligned improperly (DOT specs),0
445,What are some things I should check for when looking over a used car?,0
446,I did few times..max  kmph... after which the engine cuts off.. it us highly unstable at that speeds... mind you..pot holes...emergency breaking..lane changes.... can cause devastating accidents. ,0
447, TriCountyLexus  Lexus ,0
448,There are also consumer groups that you can contact. One such group is The Center for Auto Safety a national non-profit safety and consumer advocacy group that tracks complaints on lemons. It also has information packets on common defects. You can visit their website at  or call them at (202) -7700.,0
449,"""When Buying New Do Talk to Your Insurance Agent about Rates?? ??",0
450,Will I need to pack it with a lot of things on a frequent basis?,0
451, NewCar  Insurance ,0
452, NewCar ,0
453,What can I expect for my trade in?,0
454,So I want to purchase another one genx xt model. Can I still purchase? Or its production stopped?,0
455,"""RT PriceIsRight Zane is so excited to drive his new car... and by the looks of it so is his granddaughter!! ??",0
456,.,0
457,Cooling System,0
458,May I have my mechanic inspect the car? If you don't know a mechanic ask the local American Automobile Association (AAA) chapter for a list of mechanics or look for a car repair shop with the AAA sign.,0
459,What is a Price check?,0
460, nissangtr  nissan  gtr ,0
461,8. What Other Amenities Does the Vehicle Come With?,0
462,seller okay here is the key for you to test drive.,0
463,Visible cracks damage or repairs,0
464,We will be deploying about -250 electric vehicles by mid-July. The conditions of the second tender are being re-evaluated and will be released soon. EESL will continue to enable more energy and fuel savings by creating a robust market for e-mobility in India.,0
465,Performance is excellent pick is fair enough Long travel also no problem except u can up to only km h speed otherwise no vibration engine sound etc air conditioning is superb,0
466,Congratulations Elena Sanchez on your  Nissan  Rogue from Jose Enriquez at Nissan of Torrance!  NewCar ,0
467,seller it's Rp.280.000.000 and will give you some bonus like cash back and car cover,0
468,Depending on where you live you may need a car with four-wheel drive.,0
469,Your % satisfaction is our priority and goal that we strive for and if you are not satisfied with a vehicle you do not have to purchase it.,0
470,9. Can You Hold the Vehicle While I Make a Decision?,0
471,Is xma model worth buying since there are no features in xma?,0
472,Do you offer financing?,0
473,INCLUDING FREE SERVICES,0
474,10. Will You Deliver the Vehicle?,0
475,""" Repost from gehazrabbani with regram.app ",0
476,HOW IS THE PERFORMANCE OF NANO XTA IN CITY CONDITIONS SUDDEN PICK UP MILEAGE AND FOR LONG TRAVEL?,0
477,Hoses damaged,0
478,Why are you selling the car? (Private seller),0
479,"""RT PriceIsRight Zane is so excited to drive his new car... and by the looks of it so is his granddaughter!! ??",0
480,buyer great thank you very much,0
481,Leakage including radiator,0
482,Many people are not required to put any money down on their car or truck purchase. Contact We Drive for details.,0
483,Are you buying from a remote dealership thats -2 hours away from your home?,0
484,Don't they teach you that in car salesman school?,0
485,seller yes it is so do you like it? how about the color? we have four difference colour for this car there are white cream black green,0
486,Failure warning light broken,0
487,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our ",0
488,What if I don't like the vehicle that I have a deposit for or I have purchased another vehicle?,0
489,"""Our website is live so why not register your details now for the new  69plate.",0
490, certifiedpreowned  preowned  superdeal  louisiana  mario  marioloranca ,0
491,What is the condition of your vehicles?,0
492,Do not discuss a single price that combines the price you are going to pay for the car and the price the dealer is going to pay you for your trade-in. Agree on the price that you are going to pay the dealer for the car separately from the price that the dealer is going to pay you for your trade-in. Remember that you can buy the dealer's car without trading in your car. If the dealer doesn't offer a fair price for your car you can sell it to another dealer or place an ad in the paper.,0
493,We can provide several pictures and options list to make sure you are comfortable with the vehicle. As always we back that with a % satisfaction guarantee.,0
494,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke""1",0
495,"""RT TCHarrisonFord Old vs new! What are your thoughts on the new Puma? ??",0
496,Their battery packs are of  kilowatt (kW) while the global standard is -35kW.,0
497,All of our vehicles go thru an extensive mechanical safety inspection,0
498,It indicates a vehicle that we have just acquired thru our dealer and wholesale network. It is in route to our dealership and will arrive typically -10 days after the purchase to allow for safety inspection payment and title paperwork to be exchanged. We allow customers to be able to put a deposit to secure the vehicle.,0
499,But your dealer may suddenly charge you additional fees that werent discussed in the negotiation.,0
